recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
18352336,"{'steamid': '76561198046087326', 'num_games_owned': 83, 'num_reviews': 9, 'playtime_forever': 6854, 'playtime_last_two_weeks': 0, 'last_played': 1510726656}",english,"10/10 -ign

Died with 2 friends on day 40...
One died to raining frogs from the rain
I was struck by lightning during the rain
Other one went insane and died to rain
Moose Goose died to frogs from the rain

tl;dr fuck the rain
",1444127444,1444127444,True,0,3,4.993757724761962,0,True,False,True
24261125,"{'steamid': '76561198286544203', 'num_games_owned': 45, 'num_reviews': 2, 'playtime_forever': 31381, 'playtime_last_two_weeks': 0, 'last_played': 1570807663}",english,"Much more fun than I anticipated. I bought the Don't Starve pack a few weeks before my friends asked me to join a game. I decided that I might as well, seeing as it would be good tutorial for me, and hey, I got to spend time with my friends.

Little did I know that the experience was going to become a gateway drug. Ever since, I've been so interested in the characters, the story, the function, the play experience... It sucked me right in, and it's such an immersive experience with quirky characters and equally terrifying mobs.

The Klei Development team themselves seem to be active in he community, on their forums, at least, actively working on updates and bugs, should one ever come up.

The only thing I might add is that... perhaps a DST rendition of Adventure Mode could be added for additional challenge. I can see that being loads of fun. And perhaps more story to reveal?",1468268890,1468268890,True,1,0,4.993344783782959,0,True,False,False
19581219,"{'steamid': '76561198262381347', 'num_games_owned': 88, 'num_reviews': 3, 'playtime_forever': 5416, 'playtime_last_two_weeks': 0, 'last_played': 1558891278}",english,Get REKT fast but still awsome to PLAY!,1449663206,1449663206,True,1,1,4.993344783782959,0,True,False,True
16706431,"{'steamid': '76561198019053517', 'num_games_owned': 64, 'num_reviews': 5, 'playtime_forever': 7561, 'playtime_last_two_weeks': 0, 'last_played': 1555906384}",english,"one time a dude in my server told me to make a new one in a very precise way and instead of listening to him i made the server nothing but tumbleweeds. I mean like no trees, no rocks, nothing. just tumbleweed. he got upset and left. i survived for 4 days.",1435265296,1435265296,True,1,1,4.993344783782959,0,True,False,True
16205244,"{'steamid': '76561198105885255', 'num_games_owned': 312, 'num_reviews': 107, 'playtime_forever': 2342, 'playtime_last_two_weeks': 0, 'last_played': 1527276468}",english,More The Fear More The Fun :D,1433514786,1433514786,True,1,0,4.993344783782959,0,True,False,True
13403672,"{'steamid': '76561198109232540', 'num_games_owned': 110, 'num_reviews': 2, 'playtime_forever': 2655, 'playtime_last_two_weeks': 0, 'last_played': 1546248371}",english,i always can not log in,1418746303,1418746303,True,1,0,4.993343830108643,0,True,False,True
25212124,"{'steamid': '76561198289443167', 'num_games_owned': 8, 'num_reviews': 3, 'playtime_forever': 86, 'playtime_last_two_weeks': 0, 'last_played': 1492440226}",english,ALL BUY,1472408204,1472408204,True,0,1,4.99168062210083,1,True,True,False
20219320,"{'steamid': '76561198082467676', 'num_games_owned': 76, 'num_reviews': 3, 'playtime_forever': 6017, 'playtime_last_two_weeks': 0, 'last_played': 1557069342}",english,good game,1451747147,1451747147,True,0,0,4.99168062210083,0,True,False,True
19693268,"{'steamid': '76561198194215930', 'num_games_owned': 16, 'num_reviews': 2, 'playtime_forever': 304, 'playtime_last_two_weeks': 0, 'last_played': 1483242245}",english,"First time experience from day 1-10

Day 1: Played with a friend, gathered wood and other resources and survived day 1

Day 2: We did the same thing we did as day one

Day 3: Built quite a bit of things and our main food source is berries and cooked carrots

Day 4: Improved our defenses and built better tools

Day 5: We went exploring and we forgot which direction are crib was at

Day 6: Sanitation 66%, health 24% barely survived the night

Day 7: Made our way back home and improved our crib

Day 8: Did what we did in day 1

Day 9: Got lost again

Day 10: Died by 9 dozens of spiders

Definitely 100000/10",1450097687,1469967676,True,0,0,4.99168062210083,0,True,False,False
19317110,"{'steamid': '76561198170396087', 'num_games_owned': 116, 'num_reviews': 2, 'playtime_forever': 843, 'playtime_last_two_weeks': 0, 'last_played': 1495989059}",english,Love this game but there's a weird bug where somethings are high res and then some are low res. I looked at my settings and none of them conflicted with my graphic settings. So yeah plz fix,1448655374,1448655374,True,0,0,4.99168062210083,0,True,False,True
